,CustomerKey,BirthDate,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
5711,16711,2/2/1960,70000,5,Partial College,Skilled Manual,3,10+ Miles,55,0
5712,16712,10/24/1956,70000,1,Partial College,Skilled Manual,1,0-1 Miles,58,1
5713,16713,11/6/1953,40000,2,Bachelors,Management,1,0-1 Miles,61,1
5714,16714,8/10/1976,30000,0,High School,Skilled Manual,2,5-10 Miles,39,0
5715,16715,9/21/1976,30000,0,High School,Skilled Manual,2,5-10 Miles,38,0
5716,16716,2/3/1976,30000,0,High School,Skilled Manual,2,0-1 Miles,39,0
5717,16717,4/11/1975,40000,0,High School,Skilled Manual,1,5-10 Miles,40,0
5718,16718,7/26/1975,40000,0,High School,Skilled Manual,1,5-10 Miles,40,0
5719,16719,1/11/1975,40000,0,High School,Skilled Manual,1,5-10 Miles,40,0
5720,16720,11/17/1980,30000,0,High School,Skilled Manual,2,5-10 Miles,34,0
5721,16721,9/3/1980,30000,0,High School,Skilled Manual,2,0-1 Miles,35,0
5722,16722,6/27/1980,30000,0,High School,Skilled Manual,2,5-10 Miles,35,0
5723,16723,9/14/1980,30000,0,High School,Skilled Manual,2,5-10 Miles,34,0
5724,16724,5/16/1980,30000,0,High School,Skilled Manual,2,0-1 Miles,35,0
5725,16725,6/21/1980,30000,0,High School,Skilled Manual,2,5-10 Miles,35,0
5726,16726,5/26/1979,30000,0,High School,Skilled Manual,2,5-10 Miles,36,0
5727,16727,11/17/1980,40000,0,High School,Skilled Manual,2,0-1 Miles,34,1
5728,16728,1/21/1980,40000,0,High School,Skilled Manual,2,5-10 Miles,35,1
5729,16729,6/13/1937,30000,2,Partial College,Clerical,2,5-10 Miles,78,0
5730,16730,10/1/1937,30000,2,Partial College,Clerical,2,0-1 Miles,77,0
5731,16731,2/9/1979,30000,0,Partial High School,Clerical,2,5-10 Miles,36,0
5732,16732,6/25/1978,40000,0,High School,Skilled Manual,2,0-1 Miles,37,1
5733,16733,9/6/1938,40000,2,Bachelors,Management,2,5-10 Miles,77,0
5734,16734,3/23/1938,40000,2,Bachelors,Management,2,5-10 Miles,77,0
5735,16735,6/6/1977,40000,0,High School,Skilled Manual,2,0-1 Miles,38,0
5736,16736,9/20/1977,40000,0,High School,Skilled Manual,2,0-1 Miles,37,0
5737,16737,5/2/1979,40000,0,High School,Skilled Manual,2,5-10 Miles,36,0
5738,16738,9/3/1939,30000,2,Partial College,Clerical,2,5-10 Miles,76,0
5739,16739,6/27/1939,40000,2,Bachelors,Management,2,5-10 Miles,76,0
5740,16740,10/26/1940,40000,2,Bachelors,Management,2,0-1 Miles,74,1
5741,16741,9/7/1940,40000,2,Bachelors,Management,2,0-1 Miles,75,1
5742,16742,11/12/1940,40000,2,Bachelors,Management,2,0-1 Miles,74,1
5743,16743,5/20/1942,40000,2,Bachelors,Management,2,0-1 Miles,73,1
5744,16744,6/15/1942,40000,2,Bachelors,Management,2,0-1 Miles,73,1
5745,16745,11/24/1942,60000,2,Graduate Degree,Management,1,0-1 Miles,72,1
5746,16746,11/5/1976,40000,0,High School,Skilled Manual,2,1-2 Miles,38,0
5747,16747,6/14/1975,40000,0,High School,Skilled Manual,2,1-2 Miles,40,1
5748,16748,6/1/1975,40000,0,High School,Skilled Manual,2,5-10 Miles,40,0
5749,16749,5/10/1974,30000,0,Partial College,Skilled Manual,1,5-10 Miles,41,0
5750,16750,5/11/1974,30000,0,Partial College,Skilled Manual,1,5-10 Miles,41,0
5751,16751,12/13/1973,60000,0,Partial College,Skilled Manual,1,5-10 Miles,41,1
5752,16752,2/27/1973,60000,0,Partial College,Skilled Manual,1,5-10 Miles,42,1
5753,16753,2/23/1972,70000,0,Partial College,Skilled Manual,2,5-10 Miles,43,1
5754,16754,12/5/1972,80000,0,Bachelors,Management,1,1-2 Miles,42,1
5755,16755,7/26/1972,80000,0,Bachelors,Management,1,1-2 Miles,43,1
5756,16756,9/18/1968,80000,0,Bachelors,Management,1,0-1 Miles,46,1
5757,16757,7/3/1967,110000,0,Graduate Degree,Management,0,5-10 Miles,48,0
5758,16758,11/18/1967,110000,0,Graduate Degree,Management,0,1-2 Miles,47,1
5759,16759,7/3/1967,110000,0,Graduate Degree,Management,1,2-5 Miles,48,0
5760,16760,8/11/1959,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,56,0
5761,16761,12/12/1972,40000,4,Partial College,Clerical,1,1-2 Miles,42,1
5762,16762,7/26/1972,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,43,1
5763,16763,11/4/1973,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,41,1
5764,16764,5/23/1973,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
5765,16765,7/7/1973,50000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
5766,16766,8/4/1973,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
5767,16767,4/5/1973,50000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
5768,16768,7/10/1973,50000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
5769,16769,10/24/1971,60000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,0
5770,16770,9/22/1971,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,43,1
5771,16771,12/24/1972,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
5772,16772,1/15/1972,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,0
5773,16773,11/6/1972,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
5774,16774,2/11/1972,60000,1,Graduate Degree,Skilled Manual,0,2-5 Miles,43,0
5775,16775,9/17/1972,60000,1,Graduate Degree,Professional,0,0-1 Miles,42,0
5776,16776,3/22/1970,50000,1,Bachelors,Skilled Manual,0,2-5 Miles,45,1
5777,16777,9/4/1944,70000,4,Bachelors,Management,2,1-2 Miles,71,0
5778,16778,9/3/1944,60000,4,Graduate Degree,Management,2,10+ Miles,71,1
5779,16779,10/27/1944,70000,5,Bachelors,Management,2,10+ Miles,70,1
5780,16780,9/24/1945,70000,5,Bachelors,Management,2,2-5 Miles,69,0
5781,16781,6/18/1945,70000,5,Bachelors,Management,2,10+ Miles,70,0
5782,16782,2/21/1946,60000,5,Bachelors,Management,3,2-5 Miles,69,1
5783,16783,12/7/1946,60000,5,Bachelors,Management,3,10+ Miles,68,1
5784,16784,2/10/1946,60000,5,Bachelors,Management,3,10+ Miles,69,1
5785,16785,8/12/1946,70000,3,Bachelors,Management,1,10+ Miles,69,1
5786,16786,9/24/1946,70000,4,Bachelors,Management,1,10+ Miles,68,1
5787,16787,4/26/1946,70000,4,Bachelors,Management,1,10+ Miles,69,0
5788,16788,4/14/1947,60000,5,Bachelors,Management,3,2-5 Miles,68,0
5789,16789,9/21/1947,60000,5,Bachelors,Management,3,2-5 Miles,67,1
5790,16790,2/10/1947,60000,5,Bachelors,Management,3,2-5 Miles,68,1
5791,16791,5/7/1947,60000,5,Bachelors,Management,3,10+ Miles,68,1
5792,16792,6/10/1947,60000,5,Bachelors,Management,3,2-5 Miles,68,1
5793,16793,5/7/1947,60000,2,Bachelors,Management,0,10+ Miles,68,1
5794,16794,4/20/1947,60000,2,Bachelors,Management,0,10+ Miles,68,1
5795,16795,5/4/1947,70000,4,Bachelors,Management,1,1-2 Miles,68,0
5796,16796,6/5/1948,60000,2,Partial College,Professional,1,10+ Miles,67,0
5797,16797,11/18/1948,60000,2,Partial College,Professional,1,2-5 Miles,66,1
5798,16798,5/4/1948,60000,2,Bachelors,Management,0,2-5 Miles,67,1
5799,16799,10/7/1948,60000,2,Bachelors,Management,0,2-5 Miles,66,1
5800,16800,6/21/1949,40000,2,High School,Professional,2,2-5 Miles,66,0
5801,16801,1/22/1949,60000,2,Partial College,Professional,2,10+ Miles,66,0
5802,16802,7/12/1949,60000,2,Partial College,Professional,2,10+ Miles,66,0
5803,16803,7/21/1949,60000,2,Partial College,Professional,2,2-5 Miles,66,1
5804,16804,12/20/1950,60000,2,High School,Professional,2,2-5 Miles,64,1
5805,16805,3/14/1950,60000,2,High School,Professional,2,10+ Miles,65,1
5806,16806,8/4/1950,60000,2,Partial College,Professional,1,2-5 Miles,65,0
5807,16807,10/5/1950,60000,2,Partial College,Professional,1,10+ Miles,64,1
5808,16808,10/4/1950,70000,4,Partial College,Professional,1,1-2 Miles,64,0
5809,16809,6/24/1950,70000,4,Partial College,Professional,1,10+ Miles,65,0
5810,16810,9/1/1951,70000,2,High School,Professional,2,2-5 Miles,64,1
5811,16811,4/19/1951,60000,2,Partial College,Professional,1,10+ Miles,64,1
5812,16812,9/13/1951,60000,2,Partial College,Professional,2,2-5 Miles,63,1
5813,16813,4/14/1951,60000,2,Partial College,Professional,2,10+ Miles,64,0
5814,16814,8/12/1951,70000,4,Partial College,Professional,1,10+ Miles,64,0
5815,16815,5/10/1951,70000,4,Partial College,Professional,1,1-2 Miles,64,0
5816,16816,3/11/1951,70000,4,Partial College,Professional,1,10+ Miles,64,0
5817,16817,12/20/1951,70000,4,Partial College,Professional,1,10+ Miles,63,0
5818,16818,2/3/1951,70000,4,Partial College,Professional,2,2-5 Miles,64,1
5819,16819,7/3/1952,70000,4,Partial College,Professional,2,2-5 Miles,63,1
5820,16820,1/13/1952,70000,5,Partial College,Professional,2,10+ Miles,63,1
5821,16821,7/20/1958,130000,2,Bachelors,Management,4,5-10 Miles,57,1
5822,16822,11/28/1958,150000,1,Partial College,Professional,3,5-10 Miles,56,1
5823,16823,7/20/1958,160000,1,Partial College,Professional,4,5-10 Miles,57,1
5824,16824,5/17/1957,120000,2,High School,Professional,4,5-10 Miles,58,1
5825,16825,8/4/1957,120000,2,High School,Professional,4,5-10 Miles,58,0
5826,16826,11/12/1957,130000,3,Partial College,Professional,3,5-10 Miles,57,1
5827,16827,2/18/1957,170000,3,Bachelors,Management,3,0-1 Miles,58,1
5828,16828,2/10/1956,160000,2,High School,Professional,2,0-1 Miles,59,1
5829,16829,4/27/1956,160000,2,High School,Professional,2,5-10 Miles,59,1
5830,16830,10/21/1955,130000,3,Partial College,Professional,3,5-10 Miles,59,1
5831,16831,5/12/1955,130000,3,Partial College,Professional,3,0-1 Miles,60,1
5832,16832,6/12/1932,70000,3,Graduate Degree,Management,2,5-10 Miles,83,1
5833,16833,8/24/1932,90000,3,Graduate Degree,Management,1,2-5 Miles,83,1
5834,16834,7/21/1933,50000,2,Graduate Degree,Management,2,5-10 Miles,82,1
5835,16835,10/14/1933,70000,4,Graduate Degree,Management,2,5-10 Miles,81,1
5836,16836,11/22/1965,90000,4,Partial College,Professional,3,2-5 Miles,49,1
5837,16837,10/23/1965,90000,4,Partial College,Professional,3,2-5 Miles,49,0
5838,16838,1/16/1965,110000,2,Bachelors,Management,3,1-2 Miles,50,0
5839,16839,6/19/1965,170000,0,Graduate Degree,Management,2,0-1 Miles,50,1
5840,16840,3/14/1964,80000,4,Bachelors,Management,0,2-5 Miles,51,0
5841,16841,11/16/1964,80000,4,Partial College,Professional,1,2-5 Miles,50,0
5842,16842,4/9/1964,110000,3,Bachelors,Management,4,2-5 Miles,51,0
5843,16843,2/16/1964,130000,2,Graduate Degree,Management,2,0-1 Miles,51,0
5844,16844,7/25/1964,160000,1,Bachelors,Management,2,0-1 Miles,51,1
5845,16845,9/15/1964,170000,0,Graduate Degree,Management,3,1-2 Miles,50,1
5846,16846,5/9/1963,80000,4,Partial College,Professional,2,2-5 Miles,52,0
5847,16847,3/23/1963,80000,4,Partial College,Professional,2,2-5 Miles,52,0
5848,16848,4/7/1963,80000,4,Partial College,Professional,2,0-1 Miles,52,0
5849,16849,9/28/1963,80000,4,Partial College,Professional,2,2-5 Miles,51,0
5850,16850,10/2/1963,90000,0,Partial College,Professional,2,2-5 Miles,51,1
5851,16851,4/1/1963,100000,0,Partial College,Professional,2,2-5 Miles,52,1
5852,16852,6/7/1963,110000,4,Bachelors,Management,4,5-10 Miles,52,1
5853,16853,2/20/1963,110000,4,Bachelors,Management,0,5-10 Miles,52,0
5854,16854,8/27/1963,170000,0,Graduate Degree,Management,3,1-2 Miles,52,1
5855,16855,11/13/1962,80000,5,Partial College,Professional,2,5-10 Miles,52,0
5856,16856,12/11/1962,90000,5,Partial College,Professional,4,5-10 Miles,52,0
5857,16857,12/18/1962,90000,5,Partial College,Professional,4,5-10 Miles,52,0
5858,16858,8/13/1962,100000,1,Partial College,Professional,3,5-10 Miles,53,0
5859,16859,8/21/1962,100000,1,Partial College,Professional,3,5-10 Miles,53,1
5860,16860,3/17/1962,110000,1,Bachelors,Management,2,1-2 Miles,53,0
5861,16861,6/10/1962,130000,1,Bachelors,Management,4,0-1 Miles,53,0
5862,16862,12/20/1962,130000,1,Bachelors,Management,4,0-1 Miles,52,0
5863,16863,8/11/1961,80000,5,Partial College,Professional,3,1-2 Miles,54,0
5864,16864,5/6/1961,100000,3,Partial College,Professional,4,5-10 Miles,54,1
5865,16865,6/6/1961,120000,1,High School,Professional,4,5-10 Miles,54,1
5866,16866,10/26/1961,130000,1,Bachelors,Management,2,2-5 Miles,53,1
5867,16867,8/26/1961,130000,1,Bachelors,Management,3,0-1 Miles,54,1
5868,16868,2/4/1961,160000,1,Bachelors,Management,2,2-5 Miles,54,1
5869,16869,2/1/1961,170000,0,Graduate Degree,Management,4,2-5 Miles,54,1
5870,16870,10/2/1955,60000,2,High School,Professional,2,1-2 Miles,59,0
5871,16871,2/11/1955,90000,2,High School,Professional,1,10+ Miles,60,1
5872,16872,2/27/1954,80000,2,Partial High School,Skilled Manual,2,5-10 Miles,61,1
5873,16873,3/14/1935,30000,4,High School,Professional,2,5-10 Miles,80,1
5874,16874,9/1/1935,90000,4,Bachelors,Management,2,5-10 Miles,80,0
5875,16875,2/27/1935,90000,4,Bachelors,Management,2,5-10 Miles,80,0
5876,16876,6/5/1936,40000,3,Partial College,Professional,2,1-2 Miles,79,0
5877,16877,9/2/1936,50000,2,Graduate Degree,Management,2,1-2 Miles,79,0
5878,16878,11/19/1936,50000,2,Graduate Degree,Management,2,5-10 Miles,78,1
5879,16879,2/28/1936,50000,2,Graduate Degree,Management,2,5-10 Miles,79,1
5880,16880,11/22/1936,70000,4,Graduate Degree,Management,2,5-10 Miles,78,1
5881,16881,2/11/1936,70000,4,Graduate Degree,Management,2,5-10 Miles,79,1
5882,16882,6/15/1960,100000,3,Partial College,Professional,4,5-10 Miles,55,1
5883,16883,12/28/1960,120000,4,High School,Professional,1,5-10 Miles,54,0
5884,16884,8/8/1954,60000,2,High School,Professional,2,5-10 Miles,61,0
5885,16885,6/6/1954,60000,2,Partial High School,Skilled Manual,2,1-2 Miles,61,0
5886,16886,10/19/1954,60000,2,Partial High School,Skilled Manual,2,5-10 Miles,60,1
5887,16887,8/11/1954,60000,2,Partial High School,Skilled Manual,2,5-10 Miles,61,1
5888,16888,2/18/1954,60000,3,Partial High School,Skilled Manual,2,5-10 Miles,61,1
5889,16889,9/6/1954,60000,3,Partial High School,Skilled Manual,2,5-10 Miles,61,1
5890,16890,3/3/1954,60000,3,Partial High School,Skilled Manual,2,5-10 Miles,61,1
5891,16891,11/9/1954,70000,3,High School,Professional,0,5-10 Miles,60,0
5892,16892,2/10/1954,70000,3,High School,Professional,0,5-10 Miles,61,1
5893,16893,7/3/1953,70000,3,Graduate Degree,Management,2,5-10 Miles,62,1
5894,16894,2/12/1953,60000,3,Graduate Degree,Management,2,5-10 Miles,62,1
5895,16895,6/15/1952,40000,3,Partial College,Professional,2,1-2 Miles,63,1
5896,16896,10/21/1952,40000,3,Partial College,Professional,2,5-10 Miles,62,1
5897,16897,8/22/1952,40000,3,Partial College,Professional,2,5-10 Miles,63,1
5898,16898,5/10/1952,40000,3,Partial College,Professional,2,5-10 Miles,63,1
5899,16899,10/1/1937,110000,2,Graduate Degree,Management,4,2-5 Miles,77,0
5900,16900,11/21/1937,120000,2,Graduate Degree,Management,3,5-10 Miles,77,0
5901,16901,10/24/1937,130000,2,Bachelors,Management,4,2-5 Miles,77,0
5902,16902,10/7/1938,90000,5,Bachelors,Management,2,5-10 Miles,76,0
5903,16903,8/2/1938,110000,2,Graduate Degree,Management,0,5-10 Miles,77,0
5904,16904,7/11/1938,110000,2,Graduate Degree,Management,0,5-10 Miles,77,0
5905,16905,4/10/1938,130000,2,Bachelors,Management,4,2-5 Miles,77,0
5906,16906,8/12/1938,170000,1,Graduate Degree,Management,4,2-5 Miles,77,1
5907,16907,3/21/1939,80000,4,Graduate Degree,Management,2,5-10 Miles,76,1
5908,16908,6/2/1939,80000,4,Graduate Degree,Management,2,5-10 Miles,76,1
5909,16909,11/10/1939,90000,5,Bachelors,Management,2,5-10 Miles,75,1
5910,16910,6/14/1939,120000,2,Graduate Degree,Management,3,5-10 Miles,76,0
5911,16911,4/19/1940,90000,5,Bachelors,Management,2,5-10 Miles,75,0
5912,16912,3/7/1940,90000,5,Bachelors,Management,2,1-2 Miles,75,1
5913,16913,11/12/1940,100000,2,Graduate Degree,Management,3,5-10 Miles,74,0
5914,16914,10/24/1968,100000,3,Bachelors,Management,3,0-1 Miles,46,1
5915,16915,9/6/1968,100000,3,Bachelors,Management,3,0-1 Miles,47,1
5916,16916,6/23/1968,110000,1,Graduate Degree,Management,2,1-2 Miles,47,1
5917,16917,2/3/1968,120000,1,Bachelors,Management,4,0-1 Miles,47,0
5918,16918,8/11/1979,40000,0,High School,Skilled Manual,2,5-10 Miles,36,0
5919,16919,10/18/1944,20000,4,High School,Skilled Manual,2,1-2 Miles,70,0
5920,16920,1/17/1979,60000,0,Partial College,Skilled Manual,2,1-2 Miles,36,1
5921,16921,11/14/1978,40000,0,High School,Skilled Manual,2,5-10 Miles,36,1
5922,16922,2/2/1978,40000,0,Partial College,Skilled Manual,1,5-10 Miles,37,0
5923,16923,11/9/1978,40000,0,Partial College,Skilled Manual,1,5-10 Miles,36,0
5924,16924,11/5/1978,60000,0,Partial College,Skilled Manual,2,1-2 Miles,36,1
5925,16925,7/21/1978,60000,0,Partial College,Skilled Manual,2,1-2 Miles,37,1
5926,16926,2/26/1945,10000,2,Partial High School,Clerical,2,5-10 Miles,70,0
5927,16927,4/21/1945,20000,4,High School,Skilled Manual,2,5-10 Miles,70,0
5928,16928,10/21/1946,30000,2,Partial College,Clerical,2,5-10 Miles,68,1
5929,16929,6/12/1946,30000,2,Partial College,Clerical,2,5-10 Miles,69,1
5930,16930,7/9/1947,20000,4,High School,Skilled Manual,2,5-10 Miles,68,0
5931,16931,9/14/1947,30000,3,Partial College,Clerical,2,5-10 Miles,67,1
5932,16932,7/10/1962,20000,1,Graduate Degree,Manual,0,0-1 Miles,53,0
5933,16933,7/22/1962,20000,1,Graduate Degree,Manual,0,0-1 Miles,53,0
5934,16934,6/10/1962,20000,1,Graduate Degree,Manual,0,0-1 Miles,53,0
5935,16935,3/1/1962,20000,1,Graduate Degree,Clerical,0,0-1 Miles,53,0
5936,16936,8/3/1936,10000,1,Graduate Degree,Clerical,0,0-1 Miles,79,0
5937,16937,8/28/1962,30000,5,Graduate Degree,Clerical,0,0-1 Miles,53,1
5938,16938,5/11/1958,20000,1,Bachelors,Manual,0,0-1 Miles,57,1
5939,16939,12/10/1957,10000,1,Partial College,Manual,0,0-1 Miles,57,0
5940,16940,11/1/1957,20000,1,Bachelors,Clerical,0,0-1 Miles,57,1
5941,16941,9/19/1956,10000,2,Partial College,Manual,0,0-1 Miles,58,0
5942,16942,4/4/1954,10000,2,Partial College,Manual,1,0-1 Miles,61,1
5943,16943,8/28/1938,20000,1,Bachelors,Clerical,0,0-1 Miles,77,0
5944,16944,5/7/1938,20000,1,Bachelors,Clerical,0,0-1 Miles,77,1
5945,16945,5/14/1938,30000,1,Graduate Degree,Clerical,0,0-1 Miles,77,1
5946,16946,7/26/1938,30000,1,Graduate Degree,Clerical,0,0-1 Miles,77,1
5947,16947,4/4/1970,50000,1,Bachelors,Skilled Manual,0,2-5 Miles,45,1
5948,16948,9/15/1970,50000,1,Bachelors,Skilled Manual,1,0-1 Miles,44,0
5949,16949,4/16/1970,50000,1,Bachelors,Skilled Manual,1,2-5 Miles,45,1
5950,16950,11/15/1970,50000,1,Bachelors,Skilled Manual,1,0-1 Miles,44,0
5951,16951,10/2/1970,50000,1,Bachelors,Skilled Manual,1,2-5 Miles,44,1
5952,16952,10/22/1970,50000,1,Bachelors,Skilled Manual,1,2-5 Miles,44,1
5953,16953,10/4/1970,60000,1,Graduate Degree,Professional,0,2-5 Miles,44,0
5954,16954,5/27/1970,60000,1,Graduate Degree,Professional,0,2-5 Miles,45,0
5955,16955,8/18/1969,50000,2,Bachelors,Skilled Manual,0,2-5 Miles,46,1
5956,16956,1/9/1969,50000,2,Bachelors,Skilled Manual,0,2-5 Miles,46,1
5957,16957,11/20/1969,60000,1,Graduate Degree,Professional,0,0-1 Miles,45,0
5958,16958,11/2/1971,60000,1,Graduate Degree,Professional,0,2-5 Miles,43,0
5959,16959,2/8/1971,60000,1,Graduate Degree,Professional,0,2-5 Miles,44,0
5960,16960,9/7/1971,60000,1,Graduate Degree,Professional,0,2-5 Miles,44,0
5961,16961,6/16/1971,70000,2,Graduate Degree,Professional,0,0-1 Miles,44,1
5962,16962,8/25/1969,60000,1,Graduate Degree,Professional,0,0-1 Miles,46,0
5963,16963,1/27/1969,60000,1,Graduate Degree,Professional,0,0-1 Miles,46,0
5964,16964,5/20/1969,60000,1,Graduate Degree,Professional,0,0-1 Miles,46,0
5965,16965,3/2/1968,70000,2,Bachelors,Skilled Manual,1,0-1 Miles,47,0
5966,16966,6/11/1967,40000,5,High School,Skilled Manual,3,10+ Miles,48,0
5967,16967,2/15/1970,70000,3,Graduate Degree,Professional,0,2-5 Miles,45,1
5968,16968,2/15/1970,80000,2,Graduate Degree,Professional,0,0-1 Miles,45,1
5969,16969,9/2/1970,80000,2,Graduate Degree,Professional,0,0-1 Miles,45,1
5970,16970,8/16/1967,50000,2,Bachelors,Skilled Manual,1,2-5 Miles,48,1
5971,16971,9/17/1967,50000,2,Bachelors,Skilled Manual,1,0-1 Miles,47,0
5972,16972,4/10/1967,50000,2,Bachelors,Skilled Manual,1,2-5 Miles,48,1
5973,16973,3/27/1967,50000,2,Bachelors,Skilled Manual,1,2-5 Miles,48,1
5974,16974,6/28/1967,50000,2,Bachelors,Skilled Manual,1,2-5 Miles,48,1
5975,16975,6/10/1966,60000,3,Bachelors,Skilled Manual,0,2-5 Miles,49,0
5976,16976,3/10/1966,60000,3,Bachelors,Skilled Manual,0,0-1 Miles,49,1
5977,16977,10/6/1966,60000,0,Graduate Degree,Professional,0,2-5 Miles,48,1
5978,16978,4/4/1966,60000,0,Graduate Degree,Professional,0,0-1 Miles,49,0
5979,16979,8/3/1966,70000,4,Graduate Degree,Professional,0,2-5 Miles,49,1
5980,16980,4/8/1966,70000,4,Graduate Degree,Professional,0,2-5 Miles,49,0
5981,16981,7/16/1969,70000,5,Graduate Degree,Professional,0,0-1 Miles,46,1
5982,16982,3/7/1969,70000,5,Graduate Degree,Professional,2,0-1 Miles,46,0
5983,16983,3/5/1969,80000,3,Graduate Degree,Professional,0,0-1 Miles,46,1
5984,16984,1/4/1965,40000,0,Bachelors,Professional,1,2-5 Miles,50,1
5985,16985,10/4/1965,80000,3,Bachelors,Skilled Manual,1,2-5 Miles,49,0
5986,16986,2/4/1965,80000,3,Bachelors,Skilled Manual,1,2-5 Miles,50,0
5987,16987,4/9/1965,80000,3,Bachelors,Skilled Manual,2,2-5 Miles,50,1
5988,16988,4/19/1965,80000,3,Bachelors,Skilled Manual,2,0-1 Miles,50,0
5989,16989,9/20/1965,80000,3,Bachelors,Skilled Manual,2,2-5 Miles,49,1
5990,16990,7/21/1965,60000,0,Graduate Degree,Professional,0,0-1 Miles,50,0
5991,16991,9/21/1964,60000,4,Bachelors,Skilled Manual,2,2-5 Miles,50,0
5992,16992,9/16/1964,60000,4,Bachelors,Skilled Manual,2,2-5 Miles,50,0
5993,16993,8/18/1964,60000,4,Bachelors,Skilled Manual,3,5-10 Miles,51,0
5994,16994,6/16/1964,60000,5,Bachelors,Skilled Manual,1,2-5 Miles,51,0
5995,16995,7/21/1964,60000,5,Bachelors,Skilled Manual,3,5-10 Miles,51,1
5996,16996,7/14/1964,60000,5,Bachelors,Skilled Manual,3,2-5 Miles,51,1
5997,16997,4/24/1964,60000,4,Bachelors,Skilled Manual,2,0-1 Miles,51,1
5998,16998,7/11/1964,60000,4,Bachelors,Skilled Manual,2,0-1 Miles,51,1
5999,16999,4/18/1964,60000,4,Bachelors,Skilled Manual,2,0-1 Miles,51,1
6000,17000,7/3/1963,70000,4,Bachelors,Skilled Manual,2,2-5 Miles,52,1
6001,17001,9/2/1963,70000,4,Bachelors,Skilled Manual,2,0-1 Miles,52,1
6002,17002,12/15/1963,70000,4,Bachelors,Professional,2,2-5 Miles,51,1
6003,17003,10/28/1963,70000,4,Bachelors,Professional,2,0-1 Miles,51,1
6004,17004,5/8/1963,70000,4,Bachelors,Professional,2,2-5 Miles,52,1
6005,17005,1/19/1963,70000,4,Bachelors,Professional,2,0-1 Miles,52,1
6006,17006,2/7/1963,70000,4,Bachelors,Professional,2,0-1 Miles,52,1
6007,17007,6/21/1968,70000,0,Bachelors,Professional,1,2-5 Miles,47,1
6008,17008,4/28/1968,70000,0,Bachelors,Professional,1,2-5 Miles,47,1
6009,17009,10/26/1968,70000,0,Bachelors,Professional,1,2-5 Miles,46,1
6010,17010,4/27/1968,70000,0,Bachelors,Professional,1,2-5 Miles,47,1
6011,17011,4/20/1968,60000,2,Graduate Degree,Professional,0,2-5 Miles,47,1
6012,17012,10/19/1963,60000,3,Graduate Degree,Professional,0,2-5 Miles,51,1
6013,17013,3/9/1962,70000,1,Bachelors,Professional,1,0-1 Miles,53,1
6014,17014,10/27/1962,70000,1,Bachelors,Professional,1,2-5 Miles,52,0
6015,17015,5/5/1962,70000,1,Bachelors,Professional,1,2-5 Miles,53,0
6016,17016,8/24/1962,70000,1,Bachelors,Professional,1,2-5 Miles,53,0
6017,17017,5/4/1962,70000,1,Partial College,Skilled Manual,1,0-1 Miles,53,1
6018,17018,6/14/1961,40000,4,High School,Skilled Manual,3,2-5 Miles,54,0
6019,17019,5/27/1961,40000,4,High School,Skilled Manual,4,2-5 Miles,54,0
6020,17020,8/21/1961,40000,4,High School,Skilled Manual,2,2-5 Miles,54,1
6021,17021,7/6/1961,60000,1,Partial College,Skilled Manual,1,2-5 Miles,54,1
6022,17022,4/11/1961,60000,1,Partial College,Skilled Manual,1,2-5 Miles,54,1
6023,17023,7/16/1960,60000,1,Partial College,Skilled Manual,1,0-1 Miles,55,1
6024,17024,11/11/1960,60000,1,Partial College,Skilled Manual,1,0-1 Miles,54,1
6025,17025,5/2/1967,50000,0,Partial College,Skilled Manual,1,2-5 Miles,48,1
6026,17026,7/13/1967,50000,0,Partial College,Skilled Manual,1,0-1 Miles,48,0
6027,17027,6/27/1967,50000,0,Partial College,Skilled Manual,1,0-1 Miles,48,0
6028,17028,10/27/1960,60000,1,Partial College,Skilled Manual,1,2-5 Miles,54,1
6029,17029,12/25/1960,60000,1,Partial College,Skilled Manual,1,0-1 Miles,54,1
6030,17030,2/25/1959,60000,1,Partial College,Skilled Manual,1,2-5 Miles,56,1
6031,17031,11/25/1959,60000,5,Bachelors,Professional,1,2-5 Miles,55,0
6032,17032,11/6/1959,60000,5,Bachelors,Professional,1,2-5 Miles,55,0
6033,17033,8/22/1959,60000,5,Bachelors,Professional,1,2-5 Miles,56,0
6034,17034,4/12/1959,60000,4,Bachelors,Professional,0,2-5 Miles,56,1
6035,17035,10/22/1959,60000,4,Bachelors,Professional,1,2-5 Miles,55,0
